ahli,amran,as,asal,asta,awal,baca,baik,bakomsus,bantu,bidang,bintara,bumn,butuh,caloncalon,cepat,cip,cita,desember,didik,dukung,fokus,gizi,gratis,humas,inisiasi,inspektur,irjen,jagung,jakarta,jenderal,kadiv,kapolri,kemarin,kerja,khusus,kick,kolaborasi,kompetensi,lahan,langkah,lembagalembaga,lihat,listyo,makan,mandiri,menindaklanjuti,menteri,nasional,november,nugroho,off,optimal,orang,padi,paham,palawija,pangan,papar,penuh,pol,polisi,polisipolisi,polri,prabowo,prabowogibran,presiden,program,rabu,rancang,rekrut,rencana,salah,sandi,sarjana,satu,sdm,sebaikbaiknya,sekolah,sesuai,siang,siap,sigit,sipss,sosialisasi,standar,subianto,sukses,sumber,susun,swasembada,tahan,tan,tanamantanaman,tani,tindak,tugas
0.11785113019775793,0.11785113019775793,0.05892556509887897,0.05892556509887897,0.05892556509887897,0.05892556509887897,0.11785113019775793,0.05892556509887897,0.1767766952966369,0.05892556509887897,0.11785113019775793,0.05892556509887897,0.11785113019775793,0.05892556509887897,0.05892556509887897,0.05892556509887897,0.05892556509887897,0.05892556509887897,0.05892556509887897,0.05892556509887897,0.05892556509887897,0.05892556509887897,0.1767766952966369,0.05892556509887897,0.05892556509887897,0.05892556509887897,0.05892556509887897,0.05892556509887897,0.05892556509887897,0.05892556509887897,0.05892556509887897,0.05892556509887897,0.11785113019775793,0.05892556509887897,0.05892556509887897,0.05892556509887897,0.05892556509887897,0.23570226039551587,0.05892556509887897,0.05892556509887897,0.05892556509887897,0.05892556509887897,0.05892556509887897,0.05892556509887897,0.05892556509887897,0.11785113019775793,0.05892556509887897,0.05892556509887897,0.11785113019775793,0.05892556509887897,0.05892556509887897,0.05892556509887897,0.11785113019775793,0.05892556509887897,0.05892556509887897,0.05892556509887897,0.05892556509887897,0.47140452079103173,0.05892556509887897,0.05892556509887897,0.05892556509887897,0.11785113019775793,0.05892556509887897,0.23570226039551587,0.11785113019775793,0.05892556509887897,0.05892556509887897,0.1767766952966369,0.05892556509887897,0.05892556509887897,0.23570226039551587,0.11785113019775793,0.05892556509887897,0.11785113019775793,0.05892556509887897,0.05892556509887897,0.05892556509887897,0.05892556509887897,0.05892556509887897,0.05892556509887897,0.05892556509887897,0.11785113019775793,0.05892556509887897,0.05892556509887897,0.11785113019775793,0.05892556509887897,0.05892556509887897,0.05892556509887897,0.05892556509887897,0.05892556509887897,0.05892556509887897,0.1767766952966369,0.11785113019775793,0.05892556509887897,0.11785113019775793,0.05892556509887897,0.05892556509887897
