Judul,Isi Berita,Tanggal Berita,Kategori
Wamendagri Ribka Haluk Lantik 42 Anggota Pansel DPRP 6 Provinsi Papua,"JAKARTA - Wakil Menteri Dalam Negeri (Wamendagri)  Ribka Haluk  melantik 42 orang anggota Panitia Seleksi (Pansel) Dewan Perwakilan Rakyat Papua ( DPRP ) di Provinsi Papua, Papua Barat, Papua Selatan, Papua Tengah, Papua Pegunungan, dan Papua Barat Daya.Proses pelantikan digelar di Gedung C Sasana Bhakti Praja, Kantor Kementerian Dalam Negeri (Kemendagri), Selasa (29/10/2024). Wamendagri menekankan beberapa dalam kerja pansel nantinya.""Antara lain yang pertama, memastikan komposisi sekurang-kurangnya berjumlah 30% keterwakilan perempuan dalam kursi DPRP yang diangkat,"" kata Ribka Haluk saat membacakan sambutannya.Menurut Ribka, hal tersebut sesuai dengan ketentuan dalam penjelasan pasal 6 ayat 2 Undang-undang Otonomi Khusus (Otsus) Papua. Kemudian, hal kedua yang disampaikan Wamendagri Ribka Huluk adalah soal komitmen masing-masing PJ Gubernur melalui pembentukan Sekretariat Pansel dalam mendukung pelaksanaan dan pembiayaan kegiatan-kegiatan Pansel Provinsi khusus untuk 4 daerah.Ribka mengatakan, salah satu tugas PJ gubernur yang diatur dalam pasal 9 ayat 4 dalam undang-undang pembentukan Daerah Otonomi Baru (DOB) adalah memfasilitasi pembentukan DPRP. Hal ini masuk dalam 12 road map penyelenggaraan pemerintahan daerah.Selanjutnya hal ketiga yang disampaikan Wamendagri Ribka Haluk adalah ekspektasi masyarakat terhadap hasil kerja anggota Pansel sangat besar dan disoroti oleh masyarakat. Hal-hal ini menjadi tantangan tersendiri sekaligus dijadikan sebagai penyemangat dalam bekerja dalam mengemban amanat undang-undang otonomi daerah.""Saya berpesan untuk terus jaga integritas netralitas independensi dan juga transparasi. Lakukan selalu koordinasi, kunci mengatasi masalah yang muncul nantinya,"" kata Ribka.Menurut Ribka, hal yang paling utama adalah hindari konflik kepentingan dan juga kekerasan di tengah-tengah masyarakat. Pansel juga perlu konsultasi dengan pemerintah provinsi dan konsul untuk DPRD dengan maksud agar meminimalisir intervensi dan konflik kepentingan.""Saya percaya bapak Ibu yang telah dipercayakan oleh Bapak Menteri Dalam Negeri sebagai anggota Pansel akan bekerja secara profesional dan bebas dari konflik-konflik kepentingan di dalam masyarakat,"" kata Ribka Haluk.
            
                Lihat Juga: Tingkatkan Kapasitas Aparatur, Kemendagri Luncurkan LMS Pamong Desa
            (abd)","Rabu, 30 Oktober 2024 - 15:32 WIB",nasional
Kelakar Prabowo Usai Retreat Kabinet Merah Putih: Kita Bikin Tidak Nyaman Lagi,"JAKARTA -  Presiden Prabowo Subianto  berkelakar saat berolahraga bersama anggota  Kabinet Merah Putih  pada hari terakhir retreat di Akademi Militer (Akmil) Magelang, Jawa Tengah, Minggu (27/10/2024) pagi. Retreat kabinet Prabowo-Gibran telah dilaksanakan sejak Kamis, 25 Oktober 2024. Awalnya, Prabowo bersama anggota Kabinet Merah Putih memulai aktivitas dengan berolahraga dan senam pagi sekitar pukul 06.00 WIB. Mereka kompak mengenakan seragam berwarna biru tua berlambang burung garuda di sisi kiri dan bertopi biru garuda. Setelahnya, para anggota kabinet memberikan testimoninya tentang kegiatan ini.Salah satunya Wakil Menteri Pendidikan Tinggi, Sains, dan Teknologi (Wamendiktisaintek) Stella Christie. Menurutnya, bonding dengan cara retreat itu ada kajian ilmiahnya.""Mohon izin selama tiga hari dan juga baris berbaris dan juga diikuti kita jam 10:00 pagi memang ada science-nya untuk bonding Bapak, ada ilmiahnya Pak, ada ilmiahnya,"" kata Stella dalam keterangan tertulis, Minggu (27/10/2024).Merespons itu, Prabowo yang mendengarkan kesan dari Stella berguyon bersama jajaran para menteri dan wamen. ""Kalau gitu dibikin tidak nyaman lagi,"" kelakar Prabowo disambut gelak tawa para peserta.Di akhir acara, Prabowo bersama Kabinet Merah Putih kemudian mengabadikan momen dengan foto bersama tepat di depan lokasi tenda Prabowo beristirahat sembari meneriakkan yel-yel.""Merah Putih!"" seru kompak Prabowo dan jajaran Kabinet Merah Putih.Kemudian, seluruh peserta bersiap menuju Bandara Lanud Adi Soecipto Yogyakata melalui jalur darat kurang lebih satu jam perjalanan untuk kemudian terjadwal take off menuju Jakarta pukul 11.57 WIB.
                
                    Baca Juga
                    
                        
                    
                        
                    
                        
                            Retreat Berakhir, Mentan-Wamentan Ungkap Kesan Selama di AKMIL Magelang
                        
                    
                 Prabowo Didampingi Mayor TeddyPrabowo Subianto meninggalkan Akmil Magelang menuju Bandara Adi Sutjipto, Yogyakarta menggunakan mobil Maung Garuda. Berdasarkan video yang diterima, Ketua Umum Partai Gerindra itu tiba di bandara didampingi Sekretaris Kabinet Mayor Teddy Indra Wijaya. Keduanya kemudian berjalan menuju pesawat Kepresidenan yang akan membawanya ke Jakarta. Sementara itu, Wakil Presiden Gibran Rakabuming Raka terlihat sudah bersiap di sebelum tangga yang akan digunakan Prabowo untuk menaiki pesawat. Mayor Teddy pun terekam sempat menyapa Gibran dan juga memberikan hormat ke orang nomor dua di Indonesia itu. Setelahnya, Prabowo terlihat menaiki Pesawat Kepresidenan yang berwarna putih dengan liveri merah itu dan bertolak ke Jakarta.
            
                Lihat Juga: Baleg DPR Usul Prolegnas Disesuaikan dengan Asta Cita Prabowo
            (abd)","Minggu, 27 Oktober 2024 - 17:34 WIB",nasional
5 Irjen dan 2 Brigjen Pol Digeser Kapolri pada Mutasi Polri September 2024,"JAKARTA - Sebanyak 5 Irjen Pol dan 2 Brigjen Pol dimutasi Kapolri Jenderal Pol Listyo Sigit Prabowo pada September 2024. Perpindahan tugas Perwira Tinggi (Pati) Polri tersebut merupakan bagian dari mutasi dan rotasi besar-besar 309 Perwira Menengah (Pamen) dan Pati Polri pada pertengahan September lalu. Mutasi dan rotasi 309 Pamen dan Pati Polri tertuang dalam Surat Telegram bernomor ST/2098/IX/KEP./2024, ST/2099/IX/KEP./2024, ST/2100/IX/KEP./2024, serta ST/2101/IX/KEP./2024.
                
                    Baca Juga
                    
                        
                    
                        
                    
                        
                            7 Wakasad Era Presiden Jokowi Abituren Akmil 1980-an, Nomor 1 Pernah Jadi Ajudan SBY
                        
                    
                 Karo Penmas Divisi Humas Polri Brigjen Pol Trunoyudo Wisnu Andiko menuturkan promosi dan rotasi merupakan hal biasa dalam suatu organisasi. Hal ini untuk meningkatkan kinerja dan pelayanan serta perlindungan Polri kepada masyarakat.“Mutasi dan rotasi adalah proses alamiah di organisasi dalam rangka meningkatkan kinerja, tour of duty area,” ujarnya dikutip, Senin (28/10/2024).5 Irjen dan 2 Brigjen Pol Dimutasi Kapolri1. Irjen Pol Andi Rian Ryacudu Djajadi, Kapolda Sulsel diangkat dalam jabatan baru sebagai Kapolda Sumsel2. Irjen Pol Yudhiawan Wibisono, Kapolda Sulut diangkat dalam jabatan baru sebagai Kapolda Sulsel3. Irjen Pol Roycke Harry Langie, Kakorbinmas Baharkam Polri diangkat dalam jabatan baru sebagai Kapolda Sulut4. Irjen Pol Hadi Gunawan, Koorsahli Kapolri diangkat dalam jabatan baru sebagai Kapolda NTB5. Irjen Pol R Umar Faroq, Kapolda NTB dimutasi sebagai Pati Polda NTB (dalam rangka pensiun)6. Brigjen Pol I Komang Sandi Arsana, Kabag Anev Rojianstra SSDM Polri dan Penata Kehumasan Polri Tk II Div Humas Polri diangkat dalam jabatan baru sebagai Wakapolda Bali7. Brigjen Pol Tony Harsono, Penyidik Tindak Pidana Utama Tk II Bareskrim Polri diangkat dalam jabatan baru sebagai Wakapolda Kepulauan Babel
            
                Lihat Juga: Wujudkan Program Swasembada Pangan, Polri Rekrut Bintara Pertanian
            (jon)","Senin, 28 Oktober 2024 - 08:04 WIB",nasional
"3 Menlu RI Sebelum Sugiono, Retno Marsudi 10 Tahun Jadi Kapten Diplomasi","JAKARTA - Tiga Menteri Luar Negeri ( Menlu ) RI sebelum Sugiono akan diulas di artikel ini. Dari tiga nama tersebut, ada yang menjabat di dua kabinet yang berbeda.Diketahui, Menlu RI kini dijabat oleh salah seorang kepercayaan Presiden Prabowo Subianto, yakni Sugiono. Pria kelahiran Takengon, Aceh, 11 Februari 1979 tersebut telah dilantik menjadi Menlu Kabinet Merah Putih pada 21 Oktober 2024.Beberapa hari setelah dilantik, Sugiono langsung terbang ke Rusia, menghadiri Konferensi Tingkat Tinggi atau KTT BRICS Plus 2024 yang diselenggarakan pada 23-24 Oktober 2024. Siapa saja Menlu RI sebelum Sugiono? Berikut ini ulasannya:1. Retno MarsudiRetno Marsudi. Foto/Dok SINDOnewsRetno LP Marsudi lahir di Semarang, 27 November 1962. Retno adalah wanita pertama yang menjabat sebagai Menlu RI. Dia dilantik pada tanggal 27 Oktober 2014 oleh Presiden Joko Widodo (Jokowi). Retno menjadi Menlu di dua kabinet, yakni Kabinet Kerja dan Kabinet Indonesia Maju.Sebelum diangkat menjadi Menlu Kabinet Kerja oleh Presiden Jokowi, Retno antara lain pernah menjadi Duta Besar Republik Indonesia untuk Kerajaan Belanda pada 2012-2014, Direktur Jenderal Amerika dan Eropa pada 2008-2012, dan Duta Besar Republik Indonesia untuk Kerajaan Norwegia dan Republik Islandia pada 2005-2008.
                
                    Baca Juga
                    
                        
                    
                        
                    
                        
                            Retno Marsudi, Kapten Diplomasi Indonesia yang Ditunjuk Menjadi Utusan Khusus Sekjen PBB
                        
                    
                 Dikutip dari laman resmi Kemlu, Retno lulus pada tahun 1985 dari Universitas Gadjah Mada, Yogyakarta, jurusan Ilmu Hubungan Internasional. Retno juga mengambil beberapa program studi lain, yaitu ""Undang-Undang Uni Eropa"" di Haagse Hogeschool di Den Haag dan ""Studi Hak Asasi Manusia"" di Universitas Oslo.Saat rapat terakhir dengan Komisi I DPR , Retno berpamitan kepada para anggota Dewan yang menjadi mitranya. ""Saya sangat terhormat mendapatkan amanah dan tanggung jawab menjadi kapten diplomasi Indonesia selama 10 tahun. Amanah tersebut sebentar lagi akan selesai,"" ucapnya.Sebelum mengakhiri tugas sebagai Menlu, pada 13 September 2024 Retno Marsudi ditunjuk sebagai Utusan Khusus Sekjen PBB untuk Isu Air. Penunjukan Retno bertujuan menggalang kemitraan dan upaya bersama untuk memajukan agenda air, termasuk tindak lanjut atas hasil Konferensi Air Perserikatan Bangsa-Bangsa (PBB) 2023. ""Utusan Khusus tersebut akan memanfaatkan hasil-hasil ini dalam persiapan menuju berbagai proses air global, khususnya Konferensi Air PBB 2026,"" ujar Sekjen PBB Antonio Guterres.2. Marty NatalegawaRaden Mohammad Marty Muliana Natalegawa, lebih dikenal dengan nama Marty Natalegawa, adalah seorang diplomat. Pria kelahiran Bandung, 22 Maret 1963 ini diangkat menjadi Menlu Kabinet Indonesia Bersatu II.
            
                Lihat Juga: Kemlu Sebut Diplomasi Indonesia Diperhitungkan di Tingkat Global","Rabu, 30 Oktober 2024 - 10:24 WIB",nasional
"Iran Siap Balas Serangan Israel, Zionis Tak Siap Perang Skala Penuh Sekarang","TEHERAN - Iran “siap menanggapi” serangan Israel terhadap negara itu, menurut laporan kantor berita semi-resmi Tasnim, mengutip “beberapa sumber informasi”.Kantor berita tersebut, yang berafiliasi dengan IRGC, melaporkan sumber tersebut mengatakan, “Tidak diragukan lagi Israel akan menerima tanggapan yang sepadan terhadap tindakan apa pun.”Foad Izadi, profesor madya di Universitas Teheran, mengatakan kepada Al Jazeera bahwa analis Iran yakin Israel belum siap untuk perang skala penuh dengan Iran.“Saya pikir Israel sedang merencanakan perang besar melawan Iran, tetapi tidak saat ini,” ujar Izadi.“Ingat apa yang terjadi di Lebanon. Israel menyerang Lebanon setelah satu tahun persiapan. Mereka memulai genosida di Gaza. Mereka melanjutkannya, dan kemudian setelah 11 bulan memulai genosida di Gaza, mereka mulai menyerang Lebanon,” ungkap dia.“Mereka memutuskan menundanya karena mereka butuh waktu untuk merencanakan serangan itu. Analisis di Iran adalah bahwa Israel tidak siap untuk konfrontasi militer besar dengan Iran saat ini,” imbuh dia.Dia menegaskan, “Mereka mungkin melakukannya setelah satu atau dua tahun. Saya pikir Israel ingin terus-menerus berperang, terus-menerus berperang.”
                
                    Baca Juga
                    
                        
                    
                        
                    
                        
                            Israel Serang Iran, 7 Ledakan Terdengar di Teheran dan Sekitarnya
                        
                    
                 
            
                Lihat Juga: Iran Incar Kapal Induk AS di Timur Tengah
            (sya)","Sabtu, 26 Oktober 2024 - 10:57 WIB",internasional
Hizbullah Tunjuk Naim Qassem sebagai Pemimpin Baru,"BEIRUT - Hizbullah telah mengumumkan Naim Qassem sebagai pemimpin barunya. Qassem, yang promosinya dari wakil pemimpin diumumkan pada Selasa (29/10/2024), menggantikan Hassan Nasrallah sebagai sekretaris jenderal kelompok bersenjata yang bermarkas di Lebanon.Nasrallah terbunuh di Beirut pada akhir September oleh serangan Israel. Banyak pejabat senior Hizbullah lainnya juga menjadi sasaran sejak Israel mengalihkan fokusnya pada kelompok itu bulan September.Hizbullah mengatakan, “Qassem terpilih untuk menduduki jabatan itu karena kepatuhannya pada prinsip dan tujuan Hizbullah.""“Hizbullah akan (meminta) Tuhan Yang Mahakuasa untuk membimbingnya dalam misi mulia ini dalam memimpin Hizbullah dan perlawanan Islamnya,"" papar pernyataan Hizbullah.Kekosongan KepemimpinanPembunuhan Nasrallah, yang merupakan perwujudan gerakan Syiah Lebanon di mata para pendukungnya dan wilayah yang lebih luas, dipandang telah meninggalkan kekosongan di dalam kelompok yang telah kehilangan banyak kepemimpinannya sebagai akibat dari pembunuhan Israel selama berbulan-bulan.Sepupu Nasrallah, Hashem Safieddine, sebelumnya dipandang sebagai calon favorit untuk memimpin Hizbullah yang terkait dengan Iran, tetapi dia tewas dalam serangan Israel di Beirut tak lama setelah kerabatnya.Qassem yang berusia 71 tahun sering disebut sebagai ""orang nomor dua"" Hizbullah. Dia adalah salah satu ulama yang mendirikan kelompok tersebut pada awal 1980-an dan memiliki sejarah panjang dalam aktivisme politik Syiah.Dia adalah pejabat Hizbullah paling senior yang terus tampil di depan publik setelah Nasrallah sebagian besar bersembunyi menyusul perang kelompok tersebut dengan Israel pada tahun 2006.Sejak mantan pemimpin tersebut terbunuh, Qassem telah menyampaikan tiga pidato di televisi, berbicara dalam bahasa Arab yang lebih formal daripada bahasa sehari-hari Lebanon yang disukai oleh Nasrallah.Pada tanggal 30 September, dia mengeluarkan pesan yang menantang, dengan mengatakan Hizbullah tetap siap melawan Israel dan menang.
                
                    Baca Juga
                    
                        
                    
                        
                    
                        
                            Di ICJ, Afrika Selatan Sodorkan Dokumen 750 Halaman Bukti Genosida Israel di Gaza
                        
                    
                 
            
                Lihat Juga: Iron Dome Israel Sudah Jebol, Padahal Hizbullah Belum Gunakan Kemampuan Rudal secara Penuh
            (sya)","Selasa, 29 Oktober 2024 - 17:28 WIB",internasional
"Tom Lembong Tersangka Korupsi Impor Gula, Cak Imin: Saya Turut Sedih","JAKARTA - Menteri Koordinator Bidang Pemberdayaan Masyarakat Abdul Muhaimin Iskandar atau  Cak Imin  menanggapi penetapan tersangka Thomas Trikasih Lembong alias  Tom Lembong  dalam kasus kasus korupsi importasi gula di Kemendag 2015-2016. Cak imin mengaku sedih dengan kabar penetapan tersangka Tom Lembong.""Saya turut bersedih sebenarnya,"" kata Cak Imin di Kompleks Istana Kepresidenan, Jakarta, Rabu (30/10/2024).Cak Imin berharap Tom Lembong untuk sabar dalam menjalani proses hukum tersebut.""Semoga Pak Tom sabar. Mudah-mudahan kuat,"" kata Cak Imin.Terkait adanya indikasi kriminalisasi dari pihak penguasa, Cak Imin tidak mau berkomentar.""Saya enggak tahu,"" ungkapnya.Untuk diketahui, Tim Penyidik Jaksa Agung Muda Tindak Pidana Khusus (Jampidsus) Kejaksaan Agung (Kejagung) RI menetapkan Menteri Perdagangan (Mendag) 2015-2016, TTL alias Thomas Trikasih Lembong dan Direktur Pengembangan Bisnis PT Perusahaan Perdagangan Indonesia (PPI) berinisial CS.""Penyidik Jaksa Agung Muda Tindak Pidana Khusus Kejaksaan Agung RI menetapkan status saksi terhadap dua orang menjadi tersangka karena telah memenuhi alat bukti bahwa yang bersangkutan telah melakukan tindak pidana korupsi,"" kata Direktur Penyidik Jampidsus Kejagung RI Abdul Qohar, Selasa (29/10/2024) malam.
                
                    Baca Juga
                    
                        
                    
                        
                    
                        
                            Anies Terkejut Tom Lembong Tersangka Korupsi Gula, Minta Proses Hukum Berjalan Transparan
                        
                    
                 ""Adapun kedua tersangka tersebut adalah satu TTL selaku Menteri Perdagangan periode 2015-2016 berdasarkan surat penetapan tersangka Nomor TAP-60/F:/FD:/10/2024 tanggal 29 Oktober 2024. Kedua tersangka atas nama DS selaku Direktur Pengembangan Bisnis PT PPI 2015-2016 berdasarkan surat penetapan tersangka Nomor TAP-60/F:/FD:/10/2024 tanggal 29 Oktober 2024,"" katanya.
            
                Lihat Juga: Butuh 1 Tahun Tetapkan Tom Lembong Jadi Tersangka Impor Gula, Begini Penjelasan Kejagung
            (abd)","Rabu, 30 Oktober 2024 - 15:00 WIB",nasional
"Kapolri Terima Penghargaan dari Raja Malaysia, Alwi: Pengakuan Prestasi dan Dedikasi","JAKARTA - Kapolri Jenderal Polisi  Listyo Sigit Prabowo  dijadwalkan menerima penghargaan Panglima Gagah Pasukan Polis dari Raja Malaysia, Sultan Ibrahim. Penghargaan itu diberikan di Istana Negara Malaysia pada hari ini.Pendiri Haidar Alwi Institute (HAI), R Haidar Alwi menilai, penghargaan tersebut merupakan bentuk pengakuan negara lain atas prestasi dan dedikasi Polri di bawah kepemimpinan Kapolri Jenderal Polisi Listyo Sigit Prabowo.Baik dalam menjaga keamanan nasional dan kawasan, maupun dalam hubungan kerja sama antarnegara sahabat khususnya dengan Polisi Diraja Malaysia.
                
                    Baca Juga
                    
                        
                    
                        
                    
                        
                            41 Perwira Polisi Berpangkat Kompol Dimutasi Kapolda Metro Jaya, Ini Nama-namanya
                        
                    
                 ""Prestasi dan Dedikasi Polri di bawah kepemimpinan Kapolri Jenderal Listyo Sigit Prabowo sudah diakui dunia sehingga menjadikannya layak dan pantas diganjar penghargaan,"" kata R Haidar Alwi, Rabu (30/10/2024).Haidar mengungkap kembali hasil riset International Police Science Association (IPSA) yang berbasis di Amerika Serikat berkolaborasi dengan Institute for Economic and Peace (IEP) yang terdaftar di Autralia.
                
                    Baca Juga
                    
                        
                    
                        
                    
                        
                            33 Perwira Lemdiklat Polri Dimutasi September 2024, Jadi Kapolres hingga Ketua STIK
                        
                    
                 Dalam laporan bertajuk World Internal Security and Police Index (WISPI) 2023, IPSA dan IEP mengukur kemampuan kepolisian suatu negara dalam menjaga keamanan dan ketertiban masyarakat serta keselamatan anggotanya.""Hasilnya Polri menempati peringkat ke-63 dari 125 negara atau naik 21 peringkat dibanding sebelumnya di posisi ke-84 dari 127 negara. Bahkan untuk salah satu varibel, Polri terbaik ke-3 di dunia,"" jelasnya.Gallup, lembaga survei lainnya dari Amerika Serikat juga mengakui kinerja positif Polri. Mereka mengukur persepsi masyarakat terhadap kinerja kepolisian di lebih dari 120 negara dengan mewawancarai sekitar 127.000 orang dewasa.""Dari laporan Global Law and Order yang dirilis Gallup tahun 2022, Polri di bawah kepemimpinan Kapolri Jenderal Listyo Sigit Prabowo masuk lima besar polisi dengan kinerja terbaik di dunia,"" pungkas R Haidar Alwi
            
                Lihat Juga: Wujudkan Program Swasembada Pangan, Polri Rekrut Bintara Pertanian
            (cip)","Rabu, 30 Oktober 2024 - 15:24 WIB",nasional
"Survei Indikator: 85,3% Publik Meyakini Kepemimpinan Prabowo Lima Tahun Mendatang","JAKARTA - Lembaga Indikator Politik Indonesia merilis survei tingkat keyakinan publik terhadap kepemimpinan Presiden Prabowo Subianto sebesar 85,3% untuk memimpin Indonesia lima tahun yang akan datang.Hal ini berdasarkan survei Indikator Politik kepada 1.200 orang di Seluruh Indonesia pada 10-15 Oktober 2024 atau lima hari sebelum Prabowo dan Gibran dilantik menjadi Presiden dan Wakil Presiden periode 2024-2029. Survei nasional ini dilakukan terhadap 38 provinsi yang ada di Indonesia ini dilakukan dengan multistage random sampling dan memiliki margin of error sekitar 2,9% pada tingkat kepercayaan 95%.“Nah ternyata 85,3% ya, survei bulan Oktober kami menemukan bahwa masyarakat sangat yakin atau cukup yakin mampu memimpin Indonesia menjadi lebih baik dari sekarang. Nah ini relatif mirip ya dengan survei Kompas yakni, 84%. Kita dapat 85,3% tapi overall yang kita bisa simpulkan dari data ini adalah terjadi semacam bulan madu publiknya Pak Prabowo,” kata Direktur Eksekutif Indikator Politik Indonesia Burhanuddin Muhtadi saat memaparkan hasil survei secara virtual, Minggu (27/10/2024).
                
                    Baca Juga
                    
                        
                    
                        
                    
                        
                            Prabowo Akan Pelajari Keppres IKN, Mensesneg: Kalau Ready, Tinggal Teken
                        
                    
                 Burhanuddin mengatakan angka ini merupakan indikasi jika tingkat keyakinan publik tinggi sekali namun seperti pisau bermata dua. “Satu sisi ini menunjukkan legitimasi dan modal politik Pak Prabowo yang sangat besar. Tapi di sisi lain itu juga bisa menjadi penanda kalau misalnya pemerintahan Prabowo gagal untuk membeli ekspektasi publik tingkat kekecewaannya jauh lebih berat. Jadi itu kira-kira, pisau bermata dua.”“Kalau kita bandingkan dengan survei-survei serupa yang kita lakukan setelah Pak Prabowo terpilih tanggal 14 Februari kita punya pertanyaan ini tidak survei terakhir itu memang tinggi rata-rata 83 sampai 85%,” ujarnya. 
                
                    Baca Juga
                    
                        
                    
                        
                    
                        
                            Prabowo Gembleng Menteri di Akmil, Luhut: Ingin Pembantunya Tanggap, Tanggon, Trengginas
                        
                    
                 Bahkan, kata Burhanuddin, angka kepercayaan terhadap Presiden Prabowo ini melebihi survei-survei kepada Presiden Indonesia sebelumnya. “Nah, pertanyaannya bagaimana kalau dibandingkan dengan presiden-presiden sebelumnya terus terang public confidence terhadap presiden-presiden sebelum Pak Prabowo lebih tinggi rendah, kisaran 60% mereka yang confident. Untuk Pak Prabowo, itu tinggi 15 poin dibanding mereka.”Lalu, Burhanuddin pun menjelaskan mengapa angka kepercayaan kepada Presiden Prabowo tinggi. Salah satunya, ada basis pendukung Presiden Jokowi di 2014 dan 2019 yang mendukung Prabowo.“Makanya public confidence pada masa Pak Jokowi 2014 maupun 2019 itu lebih bersifat partisan karena hanya ditopang oleh pendukung Pak Jokowi saja yang confident terhadap Pak Jokowi tapi pendukung Pak Prabowo masih belum yakin. Nah sekarang itu agak berbeda karena Prabowo terpilih salah satunya dengan efeknya pak Jokowi, makanya ketika Pak Prabowo terpilih sebagai presiden apalagi dengan anaknya Pak Jokowi, itu pendukung pak Jokowi juga confident kepada Pak Prabowo,” pungkasnya.
            
                Lihat Juga: Prabowo-Gibran Diminta Libatkan Pemangku Kepentingan dalam Rumuskan Regulasi
            (cip)","Minggu, 27 Oktober 2024 - 16:31 WIB",nasional
Serangan Israel Tampak Kuat tapi Tak Mengenai Infrastruktur Utama Iran,"TEHERAN - Direktur proyek untuk Iran di International Crisis Group Ali Vaez mengatakan serangan Israel terhadap Iran sejauh ini tampak berada di ""kisaran tengah"" dari kemungkinan-kemungkinannya.“Serangan itu jauh lebih kuat daripada tanggapannya terhadap serangan Iran sebelumnya pada bulan April, tetapi tidak sampai menargetkan infrastruktur utama atau fasilitas nuklir,"" ungkap Vaez kepada Al Jazeera.""Pertanyaannya sekarang adalah, pertama, apakah ini cakupan penuh tanggapannya, dan kedua, apakah Teheran akan menyerap serangan itu dan mencoba menarik garis di bawah pertukaran ini atau menaikkan taruhan lagi dengan tanggapan balasan,"" ujar Vaez.Dia mencatat, “Iran sekarang memiliki beberapa opsi untuk tanggapannya, yang masing-masing memiliki risiko besar.""“Iran sekarang dapat melancarkan serangan terhadap Israel dan menghadapi pembalasan lain yang mungkin lebih besar, atau dapat menyerang melalui berbagai kelompok yang berpihak pada negara itu, yang telah dilemahkan secara signifikan dalam beberapa pekan terakhir,” ungkap dia.Dia menjelaskan, “Pilihan lain adalah menargetkan kepentingan Amerika Serikat (AS) di tempat lain di kawasan itu tetapi kemudian Iran tidak hanya akan berhadapan dengan Israel, tetapi juga AS."" Sejak dimulainya perang di Gaza, AS telah mengerahkan peralatan militer di kawasan itu, termasuk sistem pertahanan udara dan pesawat tempur AS yang canggih.“Pergerakan ini, memiliki dua tujuan: Menghalangi Iran untuk melakukan respons, dan melindungi Israel dari respons jika itu gagal,"" ungkap dia.Kantor berita milik pemerintah IRNA mengatakan, “Pertahanan udara Iran telah berhasil menembak jatuh target musuh di wilayah udara sekitar provinsi Teheran.""Rekaman yang dibagikan secara daring menangkap apa yang tampak seperti intersepsi di atas ibu kota Iran.
            
                Lihat Juga: Tidak Seperti Hassan Nasrallah, Pemimpin Baru Hizbullah Justru Bukan dari Keturunan Nabi Muhammad, Kenapa?","Sabtu, 26 Oktober 2024 - 10:28 WIB",internasional
"3 Dosa Israel Terhadap Indonesia, Salah Satunya Melukai Prajurit TNI di UNIFIL","BEIRUT - Riwayat “dosa” Israel terhadap Indonesia bisa ditelusuri sejak beberapa waktu terakhir. Terbaru, tentara Zionis melukai prajurit TNI yang sedang bertugas sebagai pasukan perdamaian di UNIFIL.Sejak Israel mendeklarasikan diri sebagai negara merdeka, Indonesia tidak pernah mengakui keberadaan negara Yahudi tersebut. Sebaliknya, Indonesia mendukung penuh perjuangan Palestina dalam meraih kebebasan serta menuntut Tel Aviv agar segera angkat kaki dari wilayah yang didudukinya.Meski tidak ikut terlibat konflik secara langsung, Israel telah membuat sejumlah ‘dosa’ terhadap Indonesia. Berikut ini beberapa di antaranya yang bisa diketahui.Dosa Israel Terhadap Indonesia1. Menyerang RS Indonesia di GazaRumah Sakit Indonesia di Gaza tak luput menjadi serangan-serangan Israel. Meski statusnya fasilitas kesehatan, tentara Zionis tak segan untuk menyerang tempat tersebut demi mencapai tujuannya. RS Indonesia di Gaza menjadi salah satu fasilitas kesehatan terbesar di sana. Tujuan pendiriannya adalah untuk memberikan bantuan kebutuhan medis bagi warga Palestina yang terdampak konflik.Seiring masifnya serangan Israel di Gaza, RS Indonesia juga beralih menjadi tempat evakuasi para warga yang terluka. Namun, statusnya menjadi tidak aman menyusul serangan udara tentara Zionis yang turut ditujukan ke fasilitas publik seperti rumah sakit di Jalur Gaza.Salah satu contoh terbaru, setidaknya dua pasien meninggal dunia di Rumah Sakit Indonesia di Gaza utara setelah serangan Israel pada Sabtu (19/10/2024). Arab News juga melaporkan ada puluhan orang lain yang terjebak di dalamnya.
            
                Lihat Juga: Perbandingan Kekuatan Militer Iran vs Indonesia","Selasa, 29 Oktober 2024 - 16:00 WIB",internasional
