Judul,Isi Berita,Tanggal Berita,Kategori
"Teka-teki Iran Tak Luluh Lantak Diserang 100 Pesawat Israel, Termasuk Jet Siluman F-35","TEHERAN -  Israel  telah melancarkan gelombang serangan udara terhadap  Iran  pada Sabtu dini hari. Namun, negara Islam itu tak luluh lantak sebagaimana serangan besar Zionis di Gaza dan Lebanon.Menurut laporan The New Arab, Minggu (27/10/2024), serangan tersebut menargetkan sekitar ibu kota Iran; Teheran, serta provinsi barat daya Khuzestan dan Ilam. Laporan yang mengutip media Israel itu juga menyebutkan serangan berlangsung beberapa jam dan melibatkan lebih dari 100 jet tempur Israel, termasuk pesawat siluman F-35, serta F-16, dan F-15.Israel menggunakan rudal supersonik jarak jauh Rampage dan rudal udara-ke-permukaan jarak jauh generasi berikutnya; Rocks.Gelombang serangan pertama ditujukan pada fasilitas radar dan pertahanan udara Iran, dengan fasilitas militer, rudal, dan pesawat nirawak menjadi sasaran pada gelombang kedua dan ketiga.
                
                    Baca Juga
                    
                        
                    
                        
                    
                        
                            Jet Siluman F-35 Israel Dilaporkan Mengebom Iran, Serang 4 Sistem Rudal S-300, 4 Tentara Tewas
                        
                    
                 Jet tempur melakukan serangan dalam kelompok yang terdiri dari 25-30 unit, dalam apa yang dijuluki sebagai Operasi Hari Pertobatan. Pertahanan udara Israel dan Amerika Serikat (AS) dalam keadaan siaga tinggi, sementara 10 jet melakukan serangan terkoordinasi dan yang lainnya memberikan perlindungan.Militer Iran awalnya mengumumkan bahwa dua tentara tewas dalam serangan tersebut. Namun, Tasnim News memperbarui jumlah korban tewas menjadi empat tentara.Seorang pejabat senior AS mengatakan bahwa AS tidak ambil bagian dalam serangan luas dan presisi tersebut, namun mereka bekerja sama dengan pemerintah Israel untuk mendorong serangan berisiko rendah tanpa menimbulkan korban sipil.""Dampaknya adalah respons pembelaan diri yang proporsional. Dampaknya adalah untuk mencegah serangan di masa mendatang dan menurunkan kemampuan Iran untuk melancarkan serangan di masa mendatang,"" kata pejabat itu.Milier Israel mengatakan serangan telah ditunda beberapa kali karena kondisi cuaca, dan menyatakan mereka perlu memiliki kondisi iklim yang tepat untuk melakukan serangan terhadap Iran.“Serangan ini menyerang baterai rudal permukaan ke udara, sistem udara, dan fasilitas pembuatan rudal,” bunyi pernyataan militer Israel.
            
                Lihat Juga: Perbandingan Kekuatan Militer Iran vs Indonesia","Minggu, 27 Oktober 2024 - 08:40 WIB",internasional
"Koleksi Brevet dan Tanda Jasa Kolonel Inf. Wahyo Yuniartoto, Calon Ajudan Prabowo","JAKARTA   - Kolonel Inf. Wahyo Yuniartoto, calon ajudan Presiden Prabowo Subianto memiliki koleksi brevet dan tanda jasa bergengsi. Penghargaan tersebut diperolehnya selama mengabdi di militer. Kolonel Inf. Wahyo Yuniartoto merupakan perwira Korps Baret Merah kelahiran Purbalingga, Jawa Tengah. Dia memulai pendidikan formalnya di SD Negeri 1 Bokol, Kemangkon, Purbalingga pada 1991. Kemudian melanjutkan pendidikannya ke SMP Negeri 1 pada 1994, selanjutnya ke SMA Negeri 1 di Bukateja pada 1997.Lulus dari SMA, dia melanjutkan pendidikannya ke Akademi Militer (Akmil). Wahyo juga melanjutkan pendidikan S1, pada 2013 dari Fakultas Ekonomi di Universitas Terbuka kemudian S2 dengan mengambil Prodi Strategi Pertahanan Darat di Universitas Pertahanan (Unhan) dan lulus pada 2017. 
                
                    Baca Juga
                    
                        
                    
                        
                    
                        
                            Profil dan Biodata Kolonel Inf Wahyo Yuniartoto, Ajudan Baru Prabowo Pengganti Mayor Teddy
                        
                    
                 Abituren Akmil 2001 dari kesatuan Infanteri Kopassus ini memiliki karier yang cukup cemerlang. Berbagai jabatan strategis di militer pernah diembannya baik di pasukan elite Kopassus maupun di institusi TNI. Memulai karier militernya sebagai Perwira Pertama Pussenif, Komandan Peleton 2/Kalajengking 3 Batalyon 11 Grup 1 Kopassus, Komandan Peleton 1/Kalajengking 3 Batalyon 11 Grup 1 Kopassus. Dia kemudian dipercaya menjadi Perwira Seksi Operasi Batalyon 11 Grup 1 Kopassus, Komandan Kompi 3 Batalyon 11 Grup 1 Kopassus, Komandan Kompi 1 Batalyon 11 Grup 1 Kopassus, Perwira Seksi Intelijen Grup 1 Kopassus.
                
                    Baca Juga
                    
                        
                    
                        
                    
                        
                            Inilah 4 Ajudan Presiden Prabowo dari TNI-Polri, Berikut Nama-nama Kandidatnya
                        
                    
                 Karier militernya terus menongkat, dia kemudian diangkat menjadi Wakil Komandan Batalyon 21 Grup 2 Kopassus, selanjutnya Dandenma Grup 2 Kopassus. Pada 2015, dia diangkat menjadi Ketua Tim Pelatih Sekolah Raider dan tahun 2017 sebagai Ketua Tim Gumil/Tih di Pusdiklatpassus Kopassus.Pada 2017, dia diangkat menjadi Komandan Batalyon 14 Grup 1 Kopassus, kemudiaan Komandan Kodim 0703/Cilacap Korem 071/Wijayakusuma Kodam IV/Diponegoro dan Ketua Tim Pelatih Rindam XVIII/Kasuari. Dia kemudian mendapat kepercayaan menjadi Asisten Operasi Kopassus. Tidak lama kemudian dia diangkat sebagai Komandan Grup 2 Kopassus, Kandang Menjangan, Kartasura. Koleksi Brevet dan Tanda JasaKarena keahlian dan kemampuan milternya, Kolonel Inf. Wahyo Yuniartoto memiliki beberapa brevet militer antara lain, Brevet Kualifikasi Komando Kopassus, Brevet Free Fall, Brevet Pandu Udara, Pin Alumni Seskoad, Brevet Jungle Warfare, Brevet Para Dasar.Selain itu karena jasa dan bakti untuk bangsa dan negara mendapat tanda jasa berupa, Satya Lencana Ksatria Yudha, Satya Lencana Dharma Nusa, Satya Lencana Wira Dharma, Satya Lencana Kesetiaan VIII Tahun, Satya Lencana Kesetiaan XVI Tahun, Satya Lencana Kebaktian Sosial.Sedangkan sebagai motivator atlet nasional dan Manajer Timnas Pencak Silat mendapat Piagam Penghargaan Koni Pusat sebagai Motivator Tim Sea Games ke 28 dan Piagam Penghargaan Panglima TNI dan Kasad sebagai Manajer Tim Pencak Silat Indonesia Sea Games ke 32.
            
                Lihat Juga: Baleg DPR Usul Prolegnas Disesuaikan dengan Asta Cita Prabowo
            (cip)","Selasa, 29 Oktober 2024 - 06:19 WIB",nasional
"Indonesia Gabung BRICS Bukan Memihak Salah Satu Blok, Ini Penjelasan Menlu Sugiono","JAKARTA -  Indonesia  telah bergabung dengan  BRICS  dengan status sebagai negara mitra, belum anggota penuh. Menteri Luar Negeri (Menlu) Sugiono mengatakan masuknya Indonesia dalam kelompok ekonomi itu bukan langkah untuk memihak salah satu blok yang berseteru di dunia.""Bergabungnya Indonesia ke BRICS merupakan pengejawantahan politik luar negeri bebas aktif,"" katanya dalam sebuah pernyataan yang disampaikan Kementerian Luar Negeri Indonesia, Minggu (27/10/2024).“Bukan berarti kita ikut kubu tertentu, melainkan kita berpartisipasi aktif di semua forum,” imbuh diplomat top Indonesia yang pernah menjadi tentara pasukan khusus tersebut.
                
                    Baca Juga
                    
                        
                    
                        
                    
                        
                            Indonesia Gabung Jadi Mitra BRICS, Susul 3 Negara ASEAN Lainnya
                        
                    
                 BRICS telah mengumumkan bahwa 13 negara telah ditambahkan ke dalam aliansinya sebagai negara mitra. Ke-13 negara tersebut adalah Indonesia, Malaysia, Vietnam, Thailand, Aljazair, Belarusia, Bolivia, Kuba, Kazakhstan, Nigeria, Turki, Uganda, dan Uzbekistan. BRICS pada awalnya didirikan pada 2006 oleh Brasil, Rusia, India, dan China. Afrika Selatan bergabung pada tahun 2010, sementara Mesir, Ethiopia, Iran, dan Uni Emirat Arab (UEA ) menjadi anggota BRICS tahun ini. Aliansi ekonomi ini dipandang banyak pihak sebagai pesaing blok G7 atau negara kelompok tujuh yang didominasi Amerika Serikat dan sekutunya.Ekonomi anggota BRICS mewakili lebih dari USD28,5 triliun atau sekitar 28% dari ekonomi global. Konferensi Tingkat Tinggi (KTT) BRICS 2024 telah diadakan di Kazan, Rusia, dari 22 hingga 24 Oktober.“Kita juga melihat prioritas BRICS selaras dengan program kerja Kabinet Merah Putih, antara lain terkait ketahanan pangan dan energi, pemberantasan kemiskinan ataupun pemajuan sumber daya manusia,” imbuh Menlu Sugiono.Melalui BRICS, katanya, Indonesia ingin mengangkat kepentingan bersama negara-negara berkembang atau Global South. ""Kita lihat BRICS dapat menjadi kendaraan yang tepat untuk membahas dan memajukan kepentingan bersama Global South,"" paparnya. ""Namun kita juga melanjutkan keterlibatan atau engagement kita di forum-forum lain, sekaligus juga terus melanjutkan diskusi dengan negara maju,” imbuh dia.
            
                Lihat Juga: Kenapa Banyak Pihak Menolak Hasil Pemilu Georgia? Ada Dugaan Campur Tangan Rusia
            (mas)","Minggu, 27 Oktober 2024 - 09:17 WIB",internasional
Truk Tabrak Halte Bukti Keamanan di Israel Sangat Rapuh,"TEL AVIV - Setelah Israel menunjukkan kekuatannya dengan menyerang Iran, ternyata keamanan di negara Zionis itu sangatlah rapuh. Itu terbukti dengan adanya serangan truk tabrak halte yang mengakibatkan 50 orang Israel terluka. Ori Goldberg, komentator politik Israel, mengatakan otoritas Israel telah menyebut tabrak truk ke halte bus sebagai serangan ""teroris"", seraya menambahkan bahwa jumlah korban luka kini mencapai 50 orang.""Insiden seperti ini tidak boleh dianggap sebagai insiden yang berdiri sendiri,"" kata Goldberg. Dia menambahkan bahwa insiden itu terjadi saat empat tentara tewas di Lebanon dan saat Israel merayakan serangannya ke Iran.""Israel tidak terlalu bisa mengendalikan situasi di kedua sisi, saat menyerang Lebanon dan Gaza, dan tentu saja, di dalam negeri,"" katanya. ""Jadi insiden ini, yang terlihat cukup serius, harus diapresiasi; insiden ini harus dipertimbangkan dalam konteks semua berita ini.
                
                    Baca Juga
                    
                        
                    
                        
                    
                        
                            Hanya Perang Sandiwara, Israel Ternyata Peringatkan Iran Sebelum Melancarkan Serangan
                        
                    
                 Goldberg mengungkapkan, serangan tersebut merupakan dilema dasar Israel saat ini: apakah negara itu bangun atas dasar apa dan menyadari bahwa orang Israel tidak memiliki keamanan. ""Pada kenyataannya, bahkan keamanan pribadi lebih buruk daripada sebelumnya?"" ungkap Goldberg. Sementara itu, Menteri Keamanan Nasional Israel Itamar Ben-Gvir telah mengunjungi lokasi serangan serudukan di Glilot, Israel bagian tengah, menurut rekaman yang dipublikasikan oleh seorang koresponden Radio Angkatan Darat dan diverifikasi oleh lembaga pemeriksa fakta Al Jazeera, Sanad.Dalam klip video tersebut, seorang warga Israel terlihat meminta Ben-Gvir untuk mengusir semua keluarga penyerang, dan sang menteri menjawab: ""Dengan kehendak Tuhan, kami akan mengusir mereka. Saya hanya berharap Likud dan Bibi [Benjamin Netanyahu] bersama kami.""
            
                Lihat Juga: Netanyahu Klaim Serangan Israel Melumpuhkan Produksi Rudal Iran
            (ahm)","Minggu, 27 Oktober 2024 - 21:12 WIB",internasional
Retreat Kabinet Merah Putih di Magelang Pakai Uang Pribadi Prabowo,"MAGELANG - Presiden Prabowo Subianto merogoh koceknya pribadi untuk membiayai Retreat Kabinet Merah Putih di Akademi Militer, Magelang, Jawa Tengah.""Ya betul. Pak Prabowo yang membiayainya sendiri,"" kata Menteri Pelindungan Pekerja Migran Indonesia/Kepala BP2MI Abdul Kadir Karding, Senin (28/10/2024).
                
                    Baca Juga
                    
                        
                    
                        
                    
                        
                            Kelakar Prabowo Usai Retreat Kabinet Merah Putih: Kita Bikin Tidak Nyaman Lagi
                        
                    
                 Retreat Kabinet Merah Putih berlangsung selama tiga hari mulai dari Jumat, 25 Oktober hingga Minggu, 27 Oktober 2024 di Akmil Magelang.Pada hari pertama Retreat, para jajaran kabinet diminta bangun pagi dan mengikuti olahraga pagi. Usai olahraga, jajaran kabinet melakukan latihan baris-berbaris.Usai latihan baris-berbaris, jajaran kabinet mendapatkan arahan dari Prabowo. Beberapa menteri kabinet juga memberikan materi.Sore harinya, Prabowo, Wakil Presiden Gibran Rakabuming Raka, serta jajaran kabinet mengikuti upacara parade senja dan penurunan bendera di Akmil. Upacara berlangsung khidmat meski diguyur hujan.Malam harinya, Prabowo mengajak jajaran kabinet dan taruna yang menjadi petugas upacara untuk makan malam bersama.Hari kedua, agenda pagi masih sama seperti hari pertama. Jajaran kabinet melakukan olahraga dan latihan baris-berbaris.Setelahnya jajaran menteri mendapatkan materi dari beberapa narasumber yang di antaranya merupakan menteri Kabinet Merah Putih.Malam harinya, Prabowo mengajak jajaran kabinet menghadiri acara malam keakraban. Jajaran kabinet kompak mengenakan pakaian batik pada acara tersebut.Keesokan harinya, jajaran melakukan olahraga pagi kembali. Setelahnya Prabowo mengajak jajaran untuk sarapan bersama. Kemudian, Prabowo, Gibran, dan jajaran kabinet kembali ke Jakarta.
            
                Lihat Juga: Tiru Amerika Serikat, Istana: IG Presiden Bukan Akun Pribadi
            (jon)","Senin, 28 Oktober 2024 - 10:43 WIB",nasional
"Iran Tak Hanya Digempur Israel, 10 Polisinya Juga Tewas Disergap Kelompok Teroris","TEHERAN - Situs-situs militer  Iran  telah diserang banyak jet tempur  Israel  pada Sabtu dini hari. Pada hari yang sama, 10 petugas polisi negara Islam itu juga tewas disergap oleh apa yang digambarkan media pemerintah sebagai kelompok teroris.Kantor berita Mehr dan Tasnim melaporkan bahwa 10 petugas polisi tewas setelah kendaraan mereka disergap kelompok teroris di daerah Taftan, provinsi Sistan-Baluchistan.Tidak ada kelompok yang langsung mengaku bertanggung jawab atas serangan itu, yang terjadi sekitar 1.200 kilometer (745 mil) di tenggara Ibu Kota Iran; Teheran.
                
                    Baca Juga
                    
                        
                    
                        
                    
                        
                            Jet Siluman F-35 Israel Dilaporkan Mengebom Iran, Serang 4 Sistem Rudal S-300, 4 Tentara Tewas
                        
                    
                 Kantor berita IRNA, mengutip pernyataan polisi, juga melaporkan tewasnya 10 personel polisi dalam penyergapan kelompok teroris terhadap dua unit patroli.Sistan-Baluchistan berbatasan dengan Pakistan dan Afghanistan, dan merupakan salah satu provinsi termiskin di Republik Islam Iran.Provinsi ini merupakan rumah bagi sejumlah besar minoritas Baluch, kelompok etnis yang tersebar di Iran, Pakistan, dan Afghanistan yang mempraktikkan Islam Sunni, berbeda dengan mayoritas Iran yang mempraktikkan Islam Syiah.Provinsi ini telah mengalami bentrokan berulang antara pasukan keamanan Iran dan pemberontak dari minoritas Baluch, kelompok Sunni radikal, dan pengedar narkoba.Serangan hari Sabtu merupakan salah satu serangan paling mematikan di wilayah tersebut dalam beberapa bulan terakhir.Pada awal Oktober, sedikitnya enam orang, termasuk petugas polisi, tewas di provinsi tersebut dalam dua serangan terpisah.Kelompok ekstremis Sunni yang berbasis di Pakistan; Jaish al-Adl—Tentara Keadilan dalam bahasa Arab—mengeklaim bertanggung jawab atas dua serangan Oktober tersebut dalam sebuah pesan di Telegram.Dibentuk pada tahun 2012 oleh separatis Baluch, kelompok tersebut dianggap sebagai ""organisasi teroris"" oleh Iran dan Amerika Serikat (AS).Iran dan Pakistan sering saling menuduh mengizinkan kelompok pemberontak beroperasi dan melancarkan serangan dari wilayah masing-masing.
            
                Lihat Juga: Apakah Israel ingin Menginvasi Iran? Bisa Jadi, Tapi Sangat Berisiko
            (mas)","Minggu, 27 Oktober 2024 - 09:50 WIB",internasional
2 Perwira Kopassus Naik Pangkat Jadi Jenderal Bintang 3 usai Dimutasi Panglima TNI,"JAKARTA   - Panglima TNI Jenderal Agus Subiyanto memberikan promosi jabatan kepada dua perwira tinggi (Pati) TNI Angkatan Darat (AD). Promosi jabatan kedua Pati TNI AD tersebut merupakan bagian dari 63 perwira yang masuk dalam daftar mutasi pada Oktober 2024. Kedua perwira tinggi tersebut yakni, Mayjen TNI Rui F.G.P Duarte dan Mayjen TNI Mochammad Hasan. Menariknya, keduanya merupakan jebolan Korps Baret Merah Kopassus yang merupakan pasukan elite TNI AD. Dengan promosi jabatan tersebut, kedua perwira tersebut akan mendapat kenaikan pangkat satu tingkat lebih tinggi dari sebelumnya, menjadi Letnan Jenderal (Letjen) TNI. Keduanya masih menunggu prosesi serah terima jabatan (sertijab) sebelum resmi menyandang pangkat bintang tiga. 
                
                    Baca Juga
                    
                        
                    
                        
                    
                        
                            7 Perwira Tinggi Naik Pangkat Bintang 2 Usai Dimutasi Panglima TNI, Ini Nama-namanya
                        
                    
                 Promosi jabatan keduanya tertuang dalam dalam Surat Keputusan Panglima TNI Nomor Kep/1264/X/2024 tanggal 18 OKtober 2024 tentang Pemberhentian dari dan Pengangkatan Dalam Jabatan di Lingkungan Tentara Nasional Indonesia (TNI).“Telah resmi ditetapkan mutasi dan promosi jabatan 63 Pati (Perwira Tinggi) TNI terdiri dari: 35 Pati TNI AD, 15 Pati TNI AL, dan 13 Pati TNI AU,” ujar Kapuspen TNI Mayjen TNI Hariyanto di Jakarta, Selasa (28/10/2024).Berikut ini dua perwira Kopassus yang naik pangkat menjadi Letjen TNI.1. Mayjen TNI Mochammad HasanMayjen TNI Mochammad Hasan merupakan Jenderal Kopassus yang mendapat promosi jabatan dari Panglima TNI Jenderal Agus Subiyanto. Dalam mutasi terbaru, Panglima TNI menunjuk Mochammad Hasan menjadi Sesmenko Polhukam. Mochammad Hasan menggantikan posisi yang ditinggalkan Letjen TNI Teguh Pujo Rumekso karena dimutasi menjadi Staf Khusus KSAD Jenderal TNI Maruli Simanjuntak. Lulusan Akademi Militer (Akmil) 1989 dari kesatuan Infanteri Kopassus ini, Mochammad Hasan tercatat sebagai jenderal yang memiliki karier militer mentereng. Dia pernah menjabat sebagai Danyonif 611/Awang Long, kemudian Dandim 1013/Muara Teweh. Dia bahkan sempat bertugas di lingkaran Istana dengan menjabat Waasops Danpaspampres dan Asops Danpaspampres pada 2010 di era pemerintahan Presiden Susilo Bambang Yudhoyono (SBY). Lama bertugas di Istana, dia kemudian diangkat menjadi Danrindam IV/Diponegoro, kemudian Danrem 141/Toddopuli dan Paban 3 Tahwil Ster TNI. Kariernya terus meningkat, dia kemudian dipercaya menjadi Sekretaris Pusterad dan Kadisjasad hingga Irben Itjenad. 
            
                Lihat Juga: 3 Perwira Tinggi TNI AL Dimutasi Jadi Staf Khusus KSAL, Ini Nama-namanya","Selasa, 29 Oktober 2024 - 07:08 WIB",nasional
Ketum Partai Perindo Angela Tanoesoedibjo Ajak Generasi Muda Pandai Bersyukur,"JAKARTA   - Ketua Umum Partai Perindo Angela Tanoesoedibjo mengajak generasi muda untuk pandai bersyukur dan tidak membandingkan diri dengan orang lain. Hal paling tepat untuk perbandingan diri ialah dengan diri sendiri di masa lampau.""Bersyukur ialah modal terbesar bagi kita generasi muda,"" kata Angela menjawab pertanyaan audiens saat acara di M Blok Jakarta Selatan, Senin (29/10/2024).
                
                    Baca Juga
                    
                        
                    
                        
                    
                        
                            Dorong Dialog Pemerintah-Generasi Muda, Angela Tanoesoedibjo: Agar Kebijakan Berpihak
                        
                    
                 Selain itu, Angela menilai tidak akan ada rasa syukur dalam diri jika terus membandingkan diri dengan orang lain. ""Jangan bandingkan diri kita dengan orang lain,"" katanya. Angela memberikan saran kepada generasi muda untuk membandingkan diri dengan dirinya sendiri di masa lampau. ""Jika kita mau membandingkan diri kita, maka bandingkanlah kita dengan diri kita sendiri,"" pungkasnya.
            
                Lihat Juga: Dorong Dialog Pemerintah-Generasi Muda, Angela Tanoesoedibjo: Agar Kebijakan Berpihak
            (cip)","Selasa, 29 Oktober 2024 - 07:38 WIB",nasional
"Jika Pilot Israel Gagal saat Serang Iran, AS Sudah Siapkan Skenario Penyelamatan","GAZA - Amerika Serikat (AS) menempatkan armada jet tempur dalam keadaan siaga untuk menyelamatkan pilot Israel jika serangan Tel Aviv pada hari Sabtu terhadap Iran gagal. “Israel dan AS mengoordinasikan rencana untuk memastikan evakuasi pilot yang aman jika operasi tersebut tidak berhasil,” kata Radio Angkatan Darat Israel pada hari Minggu, dilansir Middle East Monitor. Laporan tersebut menekankan bahwa meskipun AS tidak ikut serta dalam serangan itu sendiri, armada dari Komando Pusat AS (AFCENT) siap untuk campur tangan jika diperlukan.“Kemampuan canggih Amerika di wilayah tersebut akan memungkinkan mereka untuk melakukan operasi penyelamatan,” kata laporan itu.Meskipun ada kesiapan untuk kemungkinan intervensi AS, Angkatan Udara Israel telah menyusun “rencana independen untuk penyelamatan pilot tanpa bergantung pada dukungan Amerika,” tambahnya.Israel pada hari Sabtu mengatakan telah melakukan serangan selama empat jam terhadap Iran, dengan Teheran menyatakan bahwa mereka telah berhasil menangkis “upaya entitas Zionis untuk menyerang beberapa titik di Teheran dan di seluruh negeri.”Menurut militer Iran, serangan Israel menewaskan empat tentara.Serangan ini menyusul peluncuran lebih dari 180 rudal Iran ke Israel pada 1 Oktober, yang digambarkan Teheran sebagai ""balasan"" atas pembunuhan para pemimpin tinggi kelompok Palestina Hamas dan Hizbullah Lebanon.Iran sebelumnya telah memperingatkan bahwa setiap serangan Israel akan ditanggapi dengan ""respons yang lebih keras.""Sebelumnya, ASmemainkan peran dalam serangan Israel hari Sabtu terhadap Iran.
            
                Lihat Juga: Kapal Transformers Bisa Berubah Vertikal Menjadi Laboratorium Canggih","Minggu, 27 Oktober 2024 - 22:45 WIB",internasional
4 Tentara Israel Tewas Dibantai Hizbullah saat Invasi Darat di Lebanon,"BEIRUT - Empat tentara Israel tewas dan 14 lainnya cedera di Lebanon selatan pada Minggu (27/10/2024). Itu menjadi hari terburuk sejak Israel melancarkan serangan ke Lebanon. Sebuah pernyataan militer Israel mengatakan bahwa korban tewas terjadi dalam pertempuran dengan pejuang Hizbullah di Lebanon selatan.""Lima dari tentara yang terluka berada dalam kritis,"" demikian ungkap militer Israel. Israel melancarkan serangan udara besar-besaran di Lebanon bulan lalu dalam eskalasi dari perang lintas perbatasan selama setahun antara Israel dan Hizbullah sejak dimulainya serangan brutal Israel di Jalur Gaza.
                
                    Baca Juga
                    
                        
                    
                        
                    
                        
                            Hanya Perang Sandiwara, Israel Ternyata Peringatkan Iran Sebelum Melancarkan Serangan
                        
                    
                 Lebih dari 2.650 orang telah tewas dan lebih dari 12.300 lainnya cedera dalam serangan Israel sejak tahun lalu, menurut otoritas kesehatan Lebanon.Israel memperluas konflik tahun ini dengan melancarkan serangan darat ke Lebanon selatan pada tanggal 1 Oktober.Sebelumnya, Hizbullah mengeluarkan perintah pada Sabtu malam untuk segera mengevakuasi 25 permukiman di Israel utara, memperingatkan penduduk bahwa daerah-daerah ini sekarang menjadi ""target militer yang sah.""Dalam pesan video yang diunggah di Telegram, Hizbullah berbicara langsung kepada penduduk, dengan menyatakan, ""Anda diminta untuk segera mengungsi. Permukiman Anda telah menjadi tempat penempatan dan stabilitas pasukan militer musuh yang menyerang Lebanon. Akibatnya, mereka telah menjadi target militer yang sah untuk kekuatan udara dan rudal perlawanan Islam."" Permukiman tersebut meliputi Kiryat Shmona, Yasod HaMa'ala, Ayelet HaShachar, Hatzor HaGalilit, Karmiel, Ma'alot Tarshiha, Even Menachem, Nahariya, Rosh Pina, Shamir, Sha'al, Miron, Kabri, Abirim, Dalton, Nefat Ziv, Qatzrin, Kfar Hananya, Manot, Beit HaAmik, Kfar Vradim, Harashim, Birya, Kfar Tzvi, dan Bar Yohai.
            
                Lihat Juga: Pasukan Penjaga Perdamaian PBB Terluka dalam Serangan Roket di Lebanon Selatan
            (ahm)","Minggu, 27 Oktober 2024 - 23:55 WIB",internasional
Projo Putuskan Jadi Partai Politik di Kongres ke-3 Pada Akhir Tahun 2024,"JAKARTA   - Keputusan organisasi Pro Jokowi (Projo) untuk bertransformasi menjadi partai politik akan ditentukan dalam kongres ketiga yang akan digelar pada Desember 2024. Forum itu akan membahas sejumlah kondisi dan tantangan terkini, termasuk transformasi Projo menjadi partai politik.""Jadi gini, mengenai isu transformasi Projo ke depan itu akan dibahas di kongres. Nah Kongres Projo ini, yang ke depan adalah kongres ketiga insyaallah dilaksanakan Desember 2024,"" kata Bendahara Umum Projo Panel Barus, Selasa (29/10/2024).Panel menjelaskan, kongres merupakan mekanisme organisasi yang rutin dilakukan 5 tahun sekali. Kongres, merupakan forum tertinggi pengambilan keputusan Projo. Dalam forum itu, kata dia, para pengurus Projo dari tingkat daerah hingga pusat akan membahas sejumlah isu strategis, terkhusus soal kondisi, tantangan terkini.
                
                    Baca Juga
                    
                        
                    
                        
                    
                        
                            Projo Muda Sebut Tangan Dingin Jokowi Masih Dibutuhkan Generasi Muda
                        
                    
                 ""Situasi, kondisi, tantangan, objektif itu kondisinya berbeda dengan 2019. Nah sehingga karena semuanya berubah, organisasi sebagai alat perjuangan harus adaptif, harus disesuaikan dengan kondisi dan tantangan yang berubah tadi,"" tuturnya.""Jadi tidak ada suatu hal yang diharamkan untuk membicarakan transformasi organisasi. Nah seperti apa-seperti apa transformasinya, dibahas di kongres. Kongres itu bisa membahas tentang perubahan AD-ART, kongres itu boleh bicara tentang perubahan bentuk organisasi, kongres juga akan mengangkat kepemimpinan kepengurusan baru, kongres membicarakan perubahan-perubahan strategi taktik organisasi,"" imbuhnya.
                
                    Baca Juga
                    
                        
                    
                        
                    
                        
                            41 Perwira Polisi Berpangkat Kompol Dimutasi Kapolda Metro Jaya, Ini Nama-namanya
                        
                    
                 Panel menambahkan, transformasi Projo menjadi partai politik juga merupakan kesepakatan seluruh anggota organisasi di seluruh Indonesia. Pihaknya mempertimbangkan aspirasi rakyat dalam mengubah Projo menjadi partai.""Mengenai Projo jadi partai atau tidak, itu bagaimana kehendak rakyat saja. Kenapa saya bilang kehendak rakyat? Karena pengurus-pengurus Projo di daerah, cara bertindak dan berpikirnya itu sangat dipengaruhi oleh kehendak rakyat di bawah,"" tuturnyaPanel mengatakan, Projo siap menjemput takdir. Bila rakyat menghendaki, sambungnya, Projo siap menjadi sebuah partai politik. ""Yang pasti komitmen Projo adalah mengawal, memastikan pemerintahan Prabowo Gibran solid sukses hingga akhir. Itu sudah menjadi garis kita hari ini, lalu memastikan dan membawa Indonesia kepada cita-cita Indonesia emas 2045,"" ucapnya.""Nah mengenai organisasinya, bentuknya, seperti apa, seperti apa, itu nanti didiskusikan Kongres Desember. Kongres III Desember bisa di Jakarta bisa di Solo,"" tandas Panel.
            
                Lihat Juga: Projo Deklarasi Dukung Ridwan Kamil-Suswono di Pilkada Jakarta
            (cip)","Selasa, 29 Oktober 2024 - 14:05 WIB",nasional
